-5.0,-5.0,-71.1966
-4.9,-5.0,-71.1394
-4.8,-5.0,-71.0822
-4.7,-5.0,-71.0252
-4.6,-5.0,-70.9682
-4.5,-5.0,-70.9114
-4.4,-5.0,-70.8547
-4.3,-5.0,-70.7982
-4.2,-5.0,-70.7419
-4.1,-5.0,-70.6858
-4.0,-5.0,-70.63
-3.9,-5.0,-70.5745
-3.8,-5.0,-70.5193
-3.7,-5.0,-70.4645
-3.6,-5.0,-70.4101
-3.5,-5.0,-70.3561
-3.4,-5.0,-70.3026
-3.3,-5.0,-70.2497
-3.2,-5.0,-70.1972
-3.1,-5.0,-70.1454
-3.0,-5.0,-70.0942
-2.9,-5.0,-70.0437
-2.8,-5.0,-69.9939
-2.7,-5.0,-69.9449
-2.6,-5.0,-69.8968
-2.5,-5.0,-69.8495
-2.4,-5.0,-69.8031
-2.3,-5.0,-69.7578
-2.2,-5.0,-69.7134
-2.1,-5.0,-69.6702
-2.0,-5.0,-69.6281
-1.9,-5.0,-69.5871
-1.8,-5.0,-69.5474
-1.7,-5.0,-69.509
-1.6,-5.0,-69.472
-1.5,-5.0,-69.4364
-1.4,-5.0,-69.4022
-1.3,-5.0,-69.3695
-1.2,-5.0,-69.3384
-1.1,-5.0,-69.3089
-1.0,-5.0,-69.281
-0.9,-5.0,-69.2549
-0.8,-5.0,-69.2305
-0.7,-5.0,-69.2078
-0.6,-5.0,-69.187
-0.5,-5.0,-69.1681
-0.4,-5.0,-69.151
-0.3,-5.0,-69.1359
-0.2,-5.0,-69.1227
-0.1,-5.0,-69.1115
-0.0,-5.0,-69.1024
0.1,-5.0,-69.0952
0.2,-5.0,-69.09
0.3,-5.0,-69.0869
0.4,-5.0,-69.0859
0.5,-5.0,-69.0869
0.6,-5.0,-69.0899
0.7,-5.0,-69.095
0.8,-5.0,-69.1021
0.9,-5.0,-69.1112
1.0,-5.0,-69.1223
1.1,-5.0,-69.1354
1.2,-5.0,-69.1505
1.3,-5.0,-69.1675
1.4,-5.0,-69.1864
1.5,-5.0,-69.2071
1.6,-5.0,-69.2297
1.7,-5.0,-69.2541
1.8,-5.0,-69.2802
1.9,-5.0,-69.308
2.0,-5.0,-69.3374
2.1,-5.0,-69.3685
2.2,-5.0,-69.4011
2.3,-5.0,-69.4352
2.4,-5.0,-69.4708
2.5,-5.0,-69.5078
2.6,-5.0,-69.5462
2.7,-5.0,-69.5858
2.8,-5.0,-69.6267
2.9,-5.0,-69.6688
3.0,-5.0,-69.712
3.1,-5.0,-69.7563
3.2,-5.0,-69.8016
3.3,-5.0,-69.848
3.4,-5.0,-69.8952
3.5,-5.0,-69.9434
3.6,-5.0,-69.9923
3.7,-5.0,-70.0421
3.8,-5.0,-70.0925
3.9,-5.0,-70.1437
4.0,-5.0,-70.1955
4.1,-5.0,-70.2479
4.2,-5.0,-70.3009
4.3,-5.0,-70.3544
4.4,-5.0,-70.4083
4.5,-5.0,-70.4627
4.6,-5.0,-70.5175
4.7,-5.0,-70.5727
4.8,-5.0,-70.6282
4.9,-5.0,-70.684
-5.0,-4.9,-71.1374
-4.9,-4.9,-71.0791
-4.8,-4.9,-71.0208
-4.7,-4.9,-70.9627
-4.6,-4.9,-70.9046
-4.5,-4.9,-70.8466
-4.4,-4.9,-70.7887
-4.3,-4.9,-70.731
-4.2,-4.9,-70.6735
-4.1,-4.9,-70.6162
-4.0,-4.9,-70.5592
-3.9,-4.9,-70.5024
-3.8,-4.9,-70.446
-3.7,-4.9,-70.3899
-3.6,-4.9,-70.3342
-3.5,-4.9,-70.2789
-3.4,-4.9,-70.2241
-3.3,-4.9,-70.1698
-3.2,-4.9,-70.116
-3.1,-4.9,-70.0628
-3.0,-4.9,-70.0103
-2.9,-4.9,-69.9584
-2.8,-4.9,-69.9073
-2.7,-4.9,-69.857
-2.6,-4.9,-69.8075
-2.5,-4.9,-69.7588
-2.4,-4.9,-69.7111
-2.3,-4.9,-69.6644
-2.2,-4.9,-69.6188
-2.1,-4.9,-69.5742
-2.0,-4.9,-69.5308
-1.9,-4.9,-69.4886
-1.8,-4.9,-69.4477
-1.7,-4.9,-69.408
-1.6,-4.9,-69.3698
-1.5,-4.9,-69.333
-1.4,-4.9,-69.2977
-1.3,-4.9,-69.2639
-1.2,-4.9,-69.2318
-1.1,-4.9,-69.2013
-1.0,-4.9,-69.1724
-0.9,-4.9,-69.1454
-0.8,-4.9,-69.1201
-0.7,-4.9,-69.0967
-0.6,-4.9,-69.0751
-0.5,-4.9,-69.0555
-0.4,-4.9,-69.0379
-0.3,-4.9,-69.0222
-0.2,-4.9,-69.0085
-0.1,-4.9,-68.9969
-0.0,-4.9,-68.9874
0.1,-4.9,-68.98
0.2,-4.9,-68.9746
0.3,-4.9,-68.9714
0.4,-4.9,-68.9703
0.5,-4.9,-68.9714
0.6,-4.9,-68.9745
0.7,-4.9,-68.9798
0.8,-4.9,-68.9871
0.9,-4.9,-68.9966
1.0,-4.9,-69.0081
1.1,-4.9,-69.0217
1.2,-4.9,-69.0373
1.3,-4.9,-69.0549
1.4,-4.9,-69.0745
1.5,-4.9,-69.0959
1.6,-4.9,-69.1193
1.7,-4.9,-69.1445
1.8,-4.9,-69.1715
1.9,-4.9,-69.2003
2.0,-4.9,-69.2307
2.1,-4.9,-69.2629
2.2,-4.9,-69.2966
2.3,-4.9,-69.3318
2.4,-4.9,-69.3686
2.5,-4.9,-69.4068
2.6,-4.9,-69.4463
2.7,-4.9,-69.4872
